variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes	sensi_1	sensi_0	speci_1	speci_0	mutation_in_interest	mutation_not_in_interest	mutation_in_compared	mutation_not_in_compared
group_1971	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1972	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1973	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1974	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1975	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1976	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1977	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1978	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1979	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1980	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1981	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1982	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1983	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1984	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1985	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1986	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1988	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2008	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2025	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2026	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
ail_3	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2028	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2029	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2030	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2031	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2032	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2033	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2034	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2035	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2036	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
clpP_2	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2038	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2039	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2040	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2041	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2042	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2043	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
dnaT_2	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2045	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2046	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2047	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2048	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2049	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2050	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2051	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2052	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2053	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
recT_1	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
recT_2	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
rcbA	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2057	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2058	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
vgrG1	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
hcpA_1	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2061	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2062	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2063	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2064	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2065	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2066	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2067	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2068	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2069	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2070	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2071	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2072	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2073	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2074	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2075	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2102	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2103	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2104	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2105	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2106	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2107	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2108	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
hcp1_2	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2110	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2111	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2112	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2113	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2114	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2115	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_2580	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
lysA_1	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
intA_3	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
rhsD_2	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_823	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_824	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
traD	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_826	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_828	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_829	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_830	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1966	0.192	0.24600000000000002	0.836	0.075	0.36200000000000004	0.0191		0.15	0.85	0.7666666666666666	0.23333333333333328	9	51	14	46
group_2143	0.192	0.24600000000000002	0.10099999999999999	0.647	0.391	0.15		0.15	0.85	0.7666666666666666	0.23333333333333328	9	51	14	46
group_1155	0.175	0.81	0.754	-0.0322	0.10300000000000001	0.0289		0.18333333333333332	0.8166666666666667	0.8333333333333334	0.16666666666666663	11	49	10	50
group_22	0.175	0.0926	0.61	0.124	0.243	0.0471		0.11666666666666667	0.8833333333333333	0.7666666666666666	0.23333333333333328	7	53	14	46
rop	0.16699999999999998	0.05	0.435	-0.11699999999999999	0.149	0.0719		0.1	0.9	0.7666666666666666	0.23333333333333328	6	54	14	46
mbeC	0.15	0.0408	0.209	-0.214	0.16899999999999998	0.11599999999999999		0.08333333333333333	0.9166666666666666	0.7833333333333333	0.21666666666666667	5	55	13	47
group_1218	0.15	0.0408	0.209	-0.214	0.16899999999999998	0.11599999999999999		0.08333333333333333	0.9166666666666666	0.7833333333333333	0.21666666666666667	5	55	13	47
group_1219	0.15	0.0408	0.209	-0.214	0.16899999999999998	0.11599999999999999		0.08333333333333333	0.9166666666666666	0.7833333333333333	0.21666666666666667	5	55	13	47
group_1220	0.15	0.0408	0.209	-0.214	0.16899999999999998	0.11599999999999999		0.08333333333333333	0.9166666666666666	0.7833333333333333	0.21666666666666667	5	55	13	47
group_187	0.15	0.0408	0.209	-0.214	0.16899999999999998	0.11599999999999999		0.08333333333333333	0.9166666666666666	0.7833333333333333	0.21666666666666667	5	55	13	47
aplIM	0.15	0.0408	0.209	-0.214	0.16899999999999998	0.11599999999999999		0.08333333333333333	0.9166666666666666	0.7833333333333333	0.21666666666666667	5	55	13	47
group_116	0.142	0.7929999999999999	0.5720000000000001	-0.0533	0.0941	0.0521		0.13333333333333333	0.8666666666666667	0.85	0.15000000000000002	8	52	9	51
group_190	0.142	0.7929999999999999	0.648	0.0516	0.113	0.0421		0.15	0.85	0.8666666666666667	0.1333333333333333	9	51	8	52
group_1414	0.133	0.007240000000000001	0.11699999999999999	-0.324	0.205	0.14400000000000002		0.05	0.95	0.7833333333333333	0.21666666666666667	3	57	13	47
group_1468	0.10800000000000001	0.000134	0.043	0.385	0.188	0.185	bad-chisq	0.21666666666666667	0.7833333333333333	1.0	0.0	13	47	0	60
group_1826	0.1	0.0679	0.956	-0.0214	0.386	0.0051		0.15	0.85	0.95	0.050000000000000044	9	51	3	57
group_1827	0.1	0.0679	0.956	-0.0214	0.386	0.0051		0.15	0.85	0.95	0.050000000000000044	9	51	3	57
ydfK	0.1	0.0679	0.956	-0.0214	0.386	0.0051		0.15	0.85	0.95	0.050000000000000044	9	51	3	57
group_1829	0.1	0.0679	0.956	-0.0214	0.386	0.0051		0.15	0.85	0.95	0.050000000000000044	9	51	3	57
group_1846	0.1	0.0679	0.956	-0.0214	0.386	0.0051		0.15	0.85	0.95	0.050000000000000044	9	51	3	57
group_2080	0.0917	0.114	0.83	0.0748	0.34700000000000003	0.0199		0.13333333333333333	0.8666666666666667	0.95	0.050000000000000044	8	52	3	57
group_810	0.0917	0.752	0.298	-0.122	0.11699999999999999	0.0957		0.1	0.9	0.9166666666666666	0.08333333333333337	6	54	5	55
group_119	0.0833	0.509	0.899	0.0195	0.153	0.0117		0.06666666666666667	0.9333333333333333	0.9	0.09999999999999998	4	56	6	54
group_1278	0.0833	0.509	0.618	0.0814	0.163	0.046		0.06666666666666667	0.9333333333333333	0.9	0.09999999999999998	4	56	6	54
group_188	0.0833	0.00823	0.15	0.171	0.11800000000000001	0.132	bad-chisq	0.15	0.85	0.9833333333333333	0.01666666666666672	9	51	1	59
group_1949	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_1989	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_1990	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_1991	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_1992	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_1993	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_1994	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_1995	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_1996	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_1997	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_1998	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_1999	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2000	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2001	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2002	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2003	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2004	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2005	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2006	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2007	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2010	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2012	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2013	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2014	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2015	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2016	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
clpP_3	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2018	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2019	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2020	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2021	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2022	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2023	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2024	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2077	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2078	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2079	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2081	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2082	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
dinI_1	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2084	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2085	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2086	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2087	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2088	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
dnaC_1	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2090	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2091	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2092	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2093	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2094	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2095	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2096	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2097	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2098	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2099	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2100	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2101	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2116	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2117	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2118	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2119	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2120	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2121	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2122	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2123	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2124	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2125	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2126	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2127	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2128	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2129	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2130	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2131	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2132	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2133	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2134	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
group_2135	0.0833	0.0475	0.40299999999999997	0.655	0.78	0.0771		0.13333333333333333	0.8666666666666667	0.9666666666666667	0.033333333333333326	8	52	2	58
